genero;edad;distancia;comida;limpieza;retraso;satisfaccion
Male;50;964;1;1;93;neutral or dissatisfied
Male;46;762;3;3;0;satisfied
Female;28;1620;5;5;0;satisfied
Male;61;731;1;1;0;satisfied
Female;27;1744;3;3;0;neutral or dissatisfied
Female;43;109;2;2;0;neutral or dissatisfied
Male;34;2457;2;2;0;neutral or dissatisfied
Male;56;2615;2;5;0;neutral or dissatisfied
Male;69;783;2;2;112;neutral or dissatisfied
Male;62;483;1;1;12;neutral or dissatisfied
Male;30;2253;5;5;40;satisfied
Male;25;1264;2;2;3;satisfied
Male;53;2248;2;3;0;satisfied
Male;46;480;2;3;94;satisfied
Male;48;290;5;5;0;neutral or dissatisfied
Female;46;544;4;5;0;satisfied
Female;40;666;2;2;0;satisfied
Male;39;299;4;4;0;neutral or dissatisfied
Male;22;748;3;3;0;satisfied
Female;35;391;5;5;0;satisfied
Female;29;612;4;4;0;neutral or dissatisfied
Female;33;1598;1;1;0;neutral or dissatisfied
Male;26;304;4;4;0;neutral or dissatisfied
Female;27;776;4;4;6;neutral or dissatisfied
Female;24;411;2;2;0;satisfied
Female;16;1325;5;4;243;satisfied
Male;47;427;5;3;0;satisfied
Female;45;531;3;4;0;neutral or dissatisfied
Female;39;1582;2;4;0;satisfied
Male;35;2392;5;3;0;neutral or dissatisfied
Female;23;399;4;4;0;neutral or dissatisfied
Male;35;589;2;3;44;neutral or dissatisfied
Male;50;993;3;5;0;satisfied
Female;40;192;2;2;7;neutral or dissatisfied
Male;45;483;4;2;128;neutral or dissatisfied
Female;60;1797;5;5;0;satisfied
Male;11;1310;5;5;24;neutral or dissatisfied
Male;38;762;4;4;0;satisfied
Female;26;2475;4;4;0;neutral or dissatisfied
Female;17;808;5;5;0;neutral or dissatisfied
Male;40;1723;5;3;2;satisfied
Female;60;123;5;4;0;satisfied
Female;43;2825;3;3;16;satisfied
Male;50;3610;5;4;0;satisfied
Male;46;337;2;2;0;neutral or dissatisfied
Male;29;1642;1;1;24;neutral or dissatisfied
Male;23;1041;2;2;15;satisfied
Male;17;991;5;5;0;neutral or dissatisfied
Male;65;473;1;1;11;satisfied
Male;47;608;1;1;83;neutral or dissatisfied
Male;34;455;4;4;0;satisfied
Male;64;862;4;4;25;neutral or dissatisfied
Male;42;3381;5;5;0;satisfied
Male;53;972;2;2;0;neutral or dissatisfied
Male;38;834;4;4;92;neutral or dissatisfied
Female;8;1107;5;5;18;neutral or dissatisfied
Male;31;3561;5;5;0;satisfied
Male;41;606;1;1;18;neutral or dissatisfied
Male;32;1069;2;2;49;neutral or dissatisfied
Female;56;1707;3;4;7;satisfied
Male;19;501;3;3;0;neutral or dissatisfied
Male;25;541;4;4;0;neutral or dissatisfied
Female;39;421;4;4;0;neutral or dissatisfied
Male;9;1390;2;2;270;neutral or dissatisfied
Female;39;266;2;2;49;neutral or dissatisfied
Female;21;1062;4;4;17;satisfied
Male;20;992;3;3;0;neutral or dissatisfied
Male;55;502;5;4;0;satisfied
Female;69;1334;4;4;4;satisfied
Female;25;854;5;5;9;satisfied
Male;69;173;1;1;0;neutral or dissatisfied
Female;67;1033;2;5;37;neutral or dissatisfied
Male;33;236;1;1;2;neutral or dissatisfied
Male;39;1685;2;4;0;satisfied
Female;17;647;2;2;6;neutral or dissatisfied
Female;39;2088;5;5;10;satisfied
Female;25;1576;1;1;0;neutral or dissatisfied
Male;32;3802;5;5;90;satisfied
Female;23;101;5;5;0;neutral or dissatisfied
Female;46;650;2;1;0;neutral or dissatisfied
Female;50;416;2;4;0;satisfied
Female;43;223;4;1;28;neutral or dissatisfied
Male;35;1005;4;4;0;satisfied
Male;62;834;2;2;110;neutral or dissatisfied
Female;47;247;4;4;0;neutral or dissatisfied
Female;13;986;1;1;2;neutral or dissatisfied
Female;68;1635;3;3;0;neutral or dissatisfied
Female;29;868;3;3;0;neutral or dissatisfied
Male;57;370;3;2;0;satisfied
Female;32;1237;4;4;8;neutral or dissatisfied
Male;55;110;3;3;0;neutral or dissatisfied
Female;31;749;5;5;11;satisfied
Male;7;1154;3;3;0;neutral or dissatisfied
Female;59;145;5;2;0;neutral or dissatisfied
Male;62;581;2;2;0;neutral or dissatisfied
Male;33;1197;4;4;0;neutral or dissatisfied
Female;30;2450;2;2;2;satisfied
Female;30;1966;3;3;0;neutral or dissatisfied
Male;41;493;3;3;0;satisfied
Male;60;3664;1;3;0;neutral or dissatisfied
Female;60;214;1;3;0;neutral or dissatisfied
Male;15;1039;5;5;4;satisfied
Female;36;140;2;2;2;neutral or dissatisfied
Male;50;1937;4;3;0;satisfied
Male;22;434;1;1;5;neutral or dissatisfied
Male;39;294;1;1;0;neutral or dissatisfied
Male;24;473;1;1;0;neutral or dissatisfied
Female;51;2818;2;5;6;satisfied
Male;49;74;2;5;0;satisfied
Female;56;3538;3;4;0;satisfied
Male;57;308;2;2;0;neutral or dissatisfied
Male;57;308;3;3;0;satisfied
Female;50;2583;5;4;6;satisfied
Female;53;1621;1;2;0;neutral or dissatisfied
Female;53;251;3;3;5;neutral or dissatisfied
Female;41;3247;2;3;0;satisfied
Male;42;685;4;4;0;satisfied
Male;62;148;4;4;31;neutral or dissatisfied
Female;50;860;5;4;0;neutral or dissatisfied
Female;54;1565;3;4;4;satisfied
Male;49;224;5;5;3;satisfied
Female;60;438;5;5;1;neutral or dissatisfied
Female;59;1379;2;1;0;neutral or dissatisfied
Female;24;303;3;3;0;satisfied
Male;60;67;5;5;25;neutral or dissatisfied
Male;23;862;4;4;1;neutral or dissatisfied
Male;37;223;4;4;0;neutral or dissatisfied
Male;49;569;2;4;0;satisfied
Male;62;2475;1;1;0;neutral or dissatisfied
Male;56;1835;2;1;0;neutral or dissatisfied
Female;25;1444;4;4;0;neutral or dissatisfied
Female;49;346;2;2;9;satisfied
Male;32;1546;3;3;20;neutral or dissatisfied
Male;25;846;4;4;10;satisfied
Male;55;459;3;3;50;neutral or dissatisfied
Female;50;2731;3;4;0;satisfied
Male;39;2040;3;3;0;satisfied
Female;42;1971;4;5;0;satisfied
Male;52;3807;1;3;0;neutral or dissatisfied
Female;57;2446;2;2;54;neutral or dissatisfied
Female;34;1142;2;4;4;neutral or dissatisfied
Male;22;395;5;5;8;satisfied
Female;42;160;3;4;0;satisfied
Female;61;588;1;1;0;neutral or dissatisfied
Female;40;937;4;3;0;satisfied
Female;55;3275;3;2;0;neutral or dissatisfied
Male;66;484;2;2;2;neutral or dissatisfied
Male;26;678;4;4;0;neutral or dissatisfied
Female;43;358;5;5;0;neutral or dissatisfied
Female;24;605;2;2;0;neutral or dissatisfied
Male;60;594;3;4;7;satisfied
Female;17;876;2;2;2;neutral or dissatisfied
Female;22;1249;2;2;144;neutral or dissatisfied
Female;27;992;4;4;0;neutral or dissatisfied
Female;43;3967;1;4;0;neutral or dissatisfied
Male;46;764;5;5;39;satisfied
Male;40;588;5;5;0;satisfied
Male;68;630;1;1;4;neutral or dissatisfied
Female;42;510;1;4;112;neutral or dissatisfied
Female;44;3954;4;5;0;satisfied
Male;44;528;1;1;20;neutral or dissatisfied
Male;29;1963;4;4;0;satisfied
Male;50;3548;5;3;0;satisfied
Female;37;308;5;5;0;neutral or dissatisfied
Male;33;731;3;3;0;neutral or dissatisfied
Female;58;229;4;4;63;satisfied
Female;26;908;2;2;0;neutral or dissatisfied
Male;49;2537;2;3;0;satisfied
Female;22;304;5;5;0;satisfied
Male;50;189;5;5;56;satisfied
Male;22;447;2;2;0;satisfied
Female;41;373;5;5;0;satisfied
Female;11;1020;2;2;2;neutral or dissatisfied
Female;59;1562;1;4;35;satisfied
Female;41;2139;2;4;19;satisfied
Female;56;409;4;5;36;neutral or dissatisfied
Female;31;2918;5;5;12;satisfied
Male;27;3657;5;5;31;satisfied
Female;56;179;4;4;0;neutral or dissatisfied
Female;38;2318;5;3;0;neutral or dissatisfied
Male;56;220;2;2;29;neutral or dissatisfied
Female;56;431;4;2;0;neutral or dissatisfied
Male;25;495;3;3;0;neutral or dissatisfied
Female;47;528;5;4;0;satisfied
Male;72;1204;2;2;55;neutral or dissatisfied
Male;43;1371;3;5;4;satisfied
Male;27;391;1;1;1;neutral or dissatisfied
Male;39;1724;1;4;0;satisfied
Female;11;2378;3;3;0;neutral or dissatisfied
Male;21;187;4;4;71;neutral or dissatisfied
Male;43;1190;5;5;118;satisfied
Female;47;3391;4;1;0;satisfied
Male;40;733;3;3;0;neutral or dissatisfied
Female;52;458;4;1;3;satisfied
Male;38;271;5;5;0;neutral or dissatisfied
Male;66;2243;2;4;0;satisfied
Female;44;1788;3;5;0;satisfied
Female;42;468;1;3;0;neutral or dissatisfied
Male;39;689;3;3;1;neutral or dissatisfied
Female;55;1849;5;5;0;satisfied
Female;8;794;5;5;11;neutral or dissatisfied
Female;50;3455;2;3;0;satisfied
Female;58;1958;2;5;13;satisfied
Female;41;502;4;5;0;satisfied
Female;18;447;3;3;0;neutral or dissatisfied
Male;30;163;5;5;0;neutral or dissatisfied
Female;19;601;1;1;46;neutral or dissatisfied
Male;25;403;4;4;20;neutral or dissatisfied
Male;58;631;1;1;0;neutral or dissatisfied
Male;23;1448;3;3;0;satisfied
Female;49;1013;5;4;31;neutral or dissatisfied
Female;18;581;2;2;56;neutral or dissatisfied
Female;26;403;2;2;53;neutral or dissatisfied
Female;50;421;2;1;27;satisfied
Female;32;3066;5;5;0;satisfied
Female;70;315;1;5;0;satisfied
Male;14;377;1;1;0;neutral or dissatisfied
Male;56;1886;4;5;0;satisfied
Female;70;1810;5;3;0;neutral or dissatisfied
Male;22;253;2;2;113;neutral or dissatisfied
Female;37;320;5;5;0;satisfied
Female;24;1013;3;3;25;satisfied
Female;33;2602;1;3;1;neutral or dissatisfied
Female;37;761;3;3;2;neutral or dissatisfied
Male;70;2173;4;4;30;neutral or dissatisfied
Male;36;292;1;1;5;neutral or dissatisfied
Male;32;612;4;4;67;neutral or dissatisfied
Female;8;594;3;3;37;neutral or dissatisfied
Male;26;1085;4;4;94;neutral or dissatisfied
Female;51;3993;4;4;8;satisfied
Male;47;449;1;1;0;neutral or dissatisfied
Female;36;226;2;2;0;neutral or dissatisfied
Male;25;1947;3;3;0;neutral or dissatisfied
Male;51;2248;3;5;1;satisfied
Female;49;1023;1;3;0;neutral or dissatisfied
Male;44;783;5;3;3;satisfied
Male;31;1076;4;4;13;satisfied
Male;27;3534;4;4;0;satisfied
Female;27;589;3;3;0;neutral or dissatisfied
Male;52;3885;2;4;0;satisfied
Male;55;667;1;1;25;neutral or dissatisfied
Female;64;277;5;1;8;neutral or dissatisfied
Female;8;354;3;3;0;neutral or dissatisfied
Female;37;145;4;1;0;neutral or dissatisfied
Male;44;547;1;1;28;neutral or dissatisfied
Male;41;1182;2;2;0;neutral or dissatisfied
Female;37;679;3;3;10;neutral or dissatisfied
Female;59;1471;2;3;0;neutral or dissatisfied
Female;43;372;4;4;0;neutral or dissatisfied
Female;25;1318;4;4;8;satisfied
Female;54;737;3;3;0;satisfied
Male;58;589;4;4;29;neutral or dissatisfied
Male;46;954;2;2;0;satisfied
Female;39;399;4;4;0;satisfied
Female;58;2475;4;5;0;satisfied
Male;10;868;2;2;315;neutral or dissatisfied
Female;16;3494;3;3;0;neutral or dissatisfied
Male;43;488;5;4;0;satisfied
Female;63;487;3;5;0;neutral or dissatisfied
Female;25;588;4;4;0;neutral or dissatisfied
Male;47;393;4;3;0;satisfied
Female;23;190;2;2;158;neutral or dissatisfied
Female;58;862;4;2;0;neutral or dissatisfied
Female;49;332;5;4;0;neutral or dissatisfied
Female;49;3465;1;4;0;neutral or dissatisfied
Female;16;337;3;3;2;neutral or dissatisfied
Male;40;639;4;4;0;neutral or dissatisfied
Male;58;950;5;5;0;satisfied
Male;27;689;3;3;0;neutral or dissatisfied
Female;29;589;4;4;6;neutral or dissatisfied
Male;43;125;5;5;0;satisfied
Male;58;2415;4;3;19;satisfied
Male;46;451;5;5;88;satisfied
Female;38;1947;3;5;0;satisfied
Female;15;2153;3;3;38;neutral or dissatisfied
Female;49;612;3;2;0;satisfied
Male;49;163;4;4;0;neutral or dissatisfied
Female;42;587;4;3;1;neutral or dissatisfied
Female;63;1947;3;1;0;neutral or dissatisfied
Female;33;546;5;5;80;neutral or dissatisfied
Female;55;1438;1;3;65;neutral or dissatisfied
Male;29;1192;3;3;0;neutral or dissatisfied
Female;25;594;4;4;0;neutral or dissatisfied
Male;45;170;4;4;0;satisfied
Male;70;679;1;1;0;satisfied
Female;25;978;4;4;0;satisfied
Female;67;143;2;2;64;neutral or dissatisfied
Male;45;2337;4;3;1;satisfied
Female;39;2358;5;4;1;satisfied
Male;41;602;2;3;0;neutral or dissatisfied
Female;56;189;5;4;111;satisfied
Male;11;301;1;1;2;neutral or dissatisfied
Male;19;528;4;4;0;neutral or dissatisfied
Female;22;214;5;5;2;satisfied
Female;27;163;2;2;0;neutral or dissatisfied
Female;29;1024;4;4;26;satisfied
Female;34;280;3;3;0;neutral or dissatisfied
Male;21;605;1;1;32;neutral or dissatisfied
Female;51;833;3;4;0;neutral or dissatisfied
Female;52;3895;4;3;24;satisfied
Male;34;304;2;2;74;neutral or dissatisfied
Male;40;429;5;2;25;neutral or dissatisfied
Female;33;874;2;2;0;neutral or dissatisfied
Male;26;3434;1;1;0;satisfied
Female;56;1972;5;2;0;neutral or dissatisfied
Female;28;1085;4;4;17;neutral or dissatisfied
Male;53;214;4;4;0;neutral or dissatisfied
Male;56;378;1;1;34;neutral or dissatisfied
Male;23;130;5;5;0;neutral or dissatisfied
Male;27;680;2;2;0;neutral or dissatisfied
Male;38;308;2;2;0;neutral or dissatisfied
Female;23;1749;1;1;8;neutral or dissatisfied
Male;41;337;3;3;66;neutral or dissatisfied
Male;31;2342;4;4;8;satisfied
Female;42;1346;5;3;2;satisfied
Female;52;316;4;2;112;neutral or dissatisfied
Female;16;1056;5;5;0;satisfied
Male;29;224;3;3;0;neutral or dissatisfied
Female;35;1834;5;5;10;satisfied
Male;29;488;2;2;0;neutral or dissatisfied
Male;21;534;3;3;26;neutral or dissatisfied
Male;38;1642;1;1;156;neutral or dissatisfied
Female;48;337;2;4;4;neutral or dissatisfied
Male;61;333;5;5;4;neutral or dissatisfied
Female;52;257;3;2;0;satisfied
Male;52;733;1;1;13;neutral or dissatisfied
Male;33;262;3;3;4;neutral or dissatisfied
Male;39;420;4;4;9;neutral or dissatisfied
Female;26;895;2;2;0;neutral or dissatisfied
Male;58;158;2;2;0;neutral or dissatisfied
Male;24;177;1;1;0;satisfied
Male;45;2176;3;4;0;satisfied
Female;28;1416;3;3;1;neutral or dissatisfied
Male;30;390;5;5;10;satisfied
Male;34;153;3;3;0;neutral or dissatisfied
Male;49;2538;2;5;0;satisfied
Female;58;2342;5;3;0;satisfied
Male;41;2285;1;1;0;satisfied
Female;58;3944;4;4;0;satisfied
Female;21;185;3;3;0;satisfied
Female;27;1426;1;1;12;neutral or dissatisfied
Female;49;302;1;4;30;satisfied
Male;13;861;2;2;0;neutral or dissatisfied
Female;27;347;4;4;43;satisfied
Male;28;1680;5;5;0;satisfied
Male;17;160;1;1;0;neutral or dissatisfied
Female;54;1209;4;4;0;neutral or dissatisfied
Male;59;590;3;3;0;neutral or dissatisfied
Female;24;391;3;3;0;neutral or dissatisfied
Male;27;2072;4;4;6;satisfied
Female;29;737;4;4;0;satisfied
Male;40;258;5;3;62;satisfied
Female;26;1073;3;3;16;neutral or dissatisfied
Male;60;1587;4;4;0;satisfied
Female;26;4243;4;4;26;satisfied
Male;28;1091;4;4;0;satisfied
Male;53;2075;5;5;45;neutral or dissatisfied
Male;48;284;5;5;0;neutral or dissatisfied
Female;46;448;2;5;0;satisfied
Female;50;1744;5;4;0;satisfied
Male;27;1089;1;1;0;neutral or dissatisfied
Female;55;419;3;4;0;neutral or dissatisfied
Male;28;1942;5;5;0;satisfied
Female;56;589;3;3;7;neutral or dissatisfied
Female;51;2246;4;5;41;satisfied
Female;42;1086;5;4;0;satisfied
Male;21;594;3;3;0;neutral or dissatisfied
Female;62;316;4;4;0;neutral or dissatisfied
Female;42;899;3;5;0;satisfied
Male;8;2106;3;3;7;neutral or dissatisfied
Female;35;954;2;2;23;neutral or dissatisfied
Female;37;258;5;1;0;satisfied
Male;69;337;5;3;14;neutral or dissatisfied
Male;34;936;1;1;0;neutral or dissatisfied
Male;7;2521;4;1;0;neutral or dissatisfied
Female;20;255;5;5;0;neutral or dissatisfied
Female;30;630;2;2;0;satisfied
Female;57;837;2;3;7;neutral or dissatisfied
Female;12;1269;4;4;18;neutral or dissatisfied
Male;57;229;2;2;0;satisfied
Male;22;323;4;4;28;satisfied
Male;29;588;5;5;0;satisfied
Male;43;980;2;3;4;satisfied
Male;24;1138;5;5;0;satisfied
Female;52;594;3;5;2;satisfied
Female;52;1927;3;4;3;satisfied
Male;60;224;3;3;0;neutral or dissatisfied
Male;45;1968;4;3;0;satisfied
Male;41;317;5;5;0;satisfied
Male;23;1460;1;1;0;neutral or dissatisfied
Female;23;196;5;3;154;satisfied
Female;42;135;5;3;0;neutral or dissatisfied
Male;35;395;4;4;23;neutral or dissatisfied
Male;37;819;4;4;6;neutral or dissatisfied
Female;25;2582;4;4;0;satisfied
Male;57;651;4;2;0;neutral or dissatisfied
Male;51;302;5;5;37;neutral or dissatisfied
Female;16;447;3;3;19;neutral or dissatisfied
Male;46;289;3;3;0;neutral or dissatisfied
Female;9;253;3;3;0;neutral or dissatisfied
Female;34;833;2;2;46;neutral or dissatisfied
Female;37;399;2;2;0;neutral or dissatisfied
Female;54;315;3;3;0;neutral or dissatisfied
Female;49;427;2;3;0;neutral or dissatisfied
Male;39;689;1;1;4;neutral or dissatisfied
Female;70;413;2;3;20;neutral or dissatisfied
Female;41;2097;2;4;55;satisfied
Female;17;594;5;5;0;satisfied
Male;21;101;1;1;0;neutral or dissatisfied
Female;53;302;5;2;2;neutral or dissatisfied
Female;39;1930;2;3;0;satisfied
Male;55;2153;4;3;44;neutral or dissatisfied
Female;80;1064;4;5;0;satisfied
Female;46;1235;3;4;0;satisfied
Female;18;236;2;2;14;neutral or dissatisfied
Male;25;569;3;3;0;neutral or dissatisfied
Female;34;3169;3;4;1;neutral or dissatisfied
Female;15;1189;3;3;7;neutral or dissatisfied
Female;69;419;1;4;150;neutral or dissatisfied
Female;47;414;5;4;3;satisfied
Male;69;700;5;5;0;neutral or dissatisfied
Male;57;3902;5;3;55;satisfied
Male;59;2511;5;4;0;satisfied
Male;18;163;5;5;0;neutral or dissatisfied
Female;52;266;4;3;0;neutral or dissatisfied
Male;23;694;1;1;1;neutral or dissatisfied
Male;47;2770;2;5;0;satisfied
Female;18;354;5;5;15;satisfied
Female;33;3972;5;3;0;satisfied
Male;47;3227;5;5;55;satisfied
Female;19;327;3;3;35;neutral or dissatisfied
Male;39;3467;4;5;0;satisfied
Male;45;919;3;4;0;satisfied
Male;19;192;1;1;0;neutral or dissatisfied
Male;10;980;4;4;0;neutral or dissatisfied
Female;33;349;4;4;19;neutral or dissatisfied
Female;51;261;3;4;228;neutral or dissatisfied
Male;25;200;2;2;0;neutral or dissatisfied
Female;50;1068;3;2;0;neutral or dissatisfied
Female;28;2032;5;5;0;satisfied
Male;19;102;1;1;0;neutral or dissatisfied
Female;35;723;1;1;0;neutral or dissatisfied
Male;14;1127;5;5;0;satisfied
Female;25;393;4;4;1;satisfied
Female;59;280;3;5;0;neutral or dissatisfied
Male;50;1481;3;3;2;neutral or dissatisfied
Male;58;369;3;3;8;neutral or dissatisfied
Male;58;828;4;4;101;satisfied
Male;19;236;2;2;0;neutral or dissatisfied
Female;33;372;5;5;55;satisfied
Female;43;1444;4;3;0;satisfied
Female;46;1620;5;5;0;neutral or dissatisfied
Female;15;3746;4;4;0;satisfied
Female;48;2922;4;3;0;satisfied
Male;8;1258;3;3;0;satisfied
Female;20;473;3;3;0;neutral or dissatisfied
Female;17;473;4;4;0;neutral or dissatisfied
Male;11;2945;4;4;0;satisfied
Female;49;1999;2;5;23;satisfied
Female;45;2133;2;3;0;satisfied
Male;33;588;3;3;40;neutral or dissatisfied
Male;50;3839;3;4;36;satisfied
Male;22;933;3;3;0;neutral or dissatisfied
Male;57;177;5;5;0;satisfied
Female;46;306;5;4;0;neutral or dissatisfied
Female;13;304;1;1;0;neutral or dissatisfied
Female;80;206;2;2;8;neutral or dissatisfied
Male;59;361;4;5;0;satisfied
Female;20;1620;2;2;0;neutral or dissatisfied
Female;30;175;3;3;0;neutral or dissatisfied
Female;34;1979;5;3;72;satisfied
Female;14;391;3;3;0;neutral or dissatisfied
Male;39;998;5;5;137;satisfied
Male;26;196;2;2;27;satisfied
Female;41;3857;5;4;0;neutral or dissatisfied
Female;33;109;5;5;0;neutral or dissatisfied
Female;36;300;2;1;0;neutral or dissatisfied
Male;28;2342;3;3;0;neutral or dissatisfied
Female;58;696;4;5;126;satisfied
Female;23;721;3;3;45;satisfied
Female;36;3979;3;2;6;neutral or dissatisfied
Male;44;299;3;5;7;satisfied
Female;42;460;5;5;0;neutral or dissatisfied
Female;18;1351;4;4;0;satisfied
Male;53;1012;4;4;38;neutral or dissatisfied
Female;69;1068;3;3;7;satisfied
Female;47;1956;4;3;0;neutral or dissatisfied
Male;40;3523;2;4;0;neutral or dissatisfied
Male;35;158;4;4;13;satisfied
Female;35;134;3;3;161;neutral or dissatisfied
Male;26;594;2;2;0;satisfied
Male;24;1893;5;5;0;satisfied
Male;51;2131;5;3;0;satisfied
Female;27;719;3;3;124;neutral or dissatisfied
Male;54;1846;2;3;0;satisfied
Male;46;474;4;2;0;neutral or dissatisfied
Female;70;764;2;3;26;neutral or dissatisfied
Male;64;1751;1;1;4;neutral or dissatisfied
Male;59;246;5;5;0;neutral or dissatisfied
Male;34;3162;1;2;80;satisfied
Female;60;589;3;4;54;neutral or dissatisfied
Male;57;3132;4;2;19;neutral or dissatisfied
Male;47;2486;3;5;0;satisfied
Male;29;1235;1;1;50;satisfied
Male;24;2536;1;1;10;neutral or dissatisfied
Female;55;1682;3;3;0;satisfied
Female;26;2475;1;1;16;neutral or dissatisfied
Male;27;2378;4;4;0;satisfied
Female;42;3529;3;4;0;satisfied
Female;46;2414;2;4;42;satisfied
Male;44;316;5;4;0;satisfied
Male;63;471;3;3;126;neutral or dissatisfied
Female;56;2221;3;4;0;satisfied
Female;42;694;4;5;27;neutral or dissatisfied
Female;31;2908;4;4;0;satisfied
Female;58;1773;5;3;0;neutral or dissatisfied
Male;42;446;2;2;174;neutral or dissatisfied
Male;26;349;1;1;0;neutral or dissatisfied
Male;18;919;4;4;0;neutral or dissatisfied
Female;22;1389;5;5;0;neutral or dissatisfied
Male;40;2874;5;2;0;satisfied
Female;62;632;2;4;0;neutral or dissatisfied
Female;59;3553;5;2;18;satisfied
Male;48;3020;5;1;54;satisfied
Male;26;719;4;4;0;satisfied
Male;43;3221;3;5;0;satisfied
Female;30;108;4;4;0;neutral or dissatisfied
Female;31;1549;4;4;0;satisfied
Male;63;371;3;3;137;neutral or dissatisfied
Female;31;3331;5;5;0;satisfied
Male;30;759;4;4;0;neutral or dissatisfied
Female;19;950;2;2;0;neutral or dissatisfied
Female;44;501;4;4;0;neutral or dissatisfied
Female;63;224;1;4;5;satisfied
Male;26;235;5;5;0;neutral or dissatisfied
Male;33;1819;3;3;0;neutral or dissatisfied
Male;44;692;5;5;0;satisfied
Female;37;948;5;5;0;neutral or dissatisfied
Female;40;480;3;3;5;neutral or dissatisfied
Male;17;271;3;3;11;satisfied
Male;40;991;4;2;22;neutral or dissatisfied
Female;30;402;3;3;0;neutral or dissatisfied
Female;13;2762;4;4;3;satisfied
Female;53;448;5;3;0;neutral or dissatisfied
Female;46;2173;2;5;12;neutral or dissatisfied
Female;46;255;4;4;0;satisfied
Female;40;3857;5;4;6;satisfied
Male;34;1565;5;3;3;neutral or dissatisfied
Female;41;956;5;5;29;satisfied
Female;69;177;4;5;0;neutral or dissatisfied
Female;65;328;4;4;0;satisfied
Female;22;1390;1;1;0;neutral or dissatisfied
Male;43;2521;5;1;60;satisfied
Female;40;2708;4;4;5;satisfied
Female;49;160;4;2;0;satisfied
Male;23;533;5;5;0;neutral or dissatisfied
